Pavarde           Vardas            Galutinis vid.  Galutinis med.  
Pavarde86666      Vardas34195       4.52            4.00
Pavarde43039      Vardas18484       4.52            4.00
Pavarde87426      Vardas86943       4.52            4.40
Pavarde74633      Vardas8752        4.52            4.40
Pavarde79758      Vardas80802       4.52            5.00
Pavarde42406      Vardas7298        4.52            4.40
Pavarde93155      Vardas34743       4.52            4.40
Pavarde96422      Vardas43787       4.52            4.40
Pavarde82881      Vardas44364       4.52            4.40
Pavarde87062      Vardas97142       4.52            4.80
Pavarde45837      Vardas68418       4.52            4.60
Pavarde38671      Vardas9618        4.52            4.40
Pavarde62540      Vardas75172       4.52            4.40
Pavarde56544      Vardas33390       4.52            4.20
Pavarde40035      Vardas47544       4.52            4.00
Pavarde20576      Vardas56950       4.52            4.40
Pavarde44327      Vardas54447       4.52            4.80
Pavarde5631       Vardas19          4.52            4.40
Pavarde69147      Vardas73638       4.52            4.20
Pavarde47369      Vardas67871       4.52            4.60
Pavarde81377      Vardas53580       4.52            4.40
Pavarde27338      Vardas91646       4.52            4.00
Pavarde73782      Vardas22687       4.52            4.00
Pavarde75187      Vardas79981       4.52            4.40
Pavarde18711      Vardas26539       4.52            4.60
Pavarde49045      Vardas9779        4.52            4.60
Pavarde37783      Vardas62426       4.52            4.40
Pavarde72329      Vardas92726       4.52            5.00
Pavarde15774      Vardas99755       4.52            4.40
Pavarde84806      Vardas17291       4.52            4.40
Pavarde36992      Vardas17859       4.52            5.00
Pavarde26115      Vardas62014       4.52            4.80
Pavarde10746      Vardas70599       4.52            4.80
Pavarde18029      Vardas76443       4.52            4.80
Pavarde57327      Vardas19199       4.52            4.60
Pavarde96241      Vardas14316       4.52            4.80
Pavarde92294      Vardas54009       4.52            4.80
Pavarde66447      Vardas52907       4.52            5.00
Pavarde47981      Vardas18104       4.52            5.20
Pavarde63877      Vardas75702       4.52            4.40
Pavarde64913      Vardas67169       4.52            5.00
Pavarde50016      Vardas62206       4.52            4.40
Pavarde79986      Vardas42079       4.52            4.60
Pavarde20965      Vardas9849        4.52            4.00
Pavarde36285      Vardas54143       4.52            4.80
Pavarde91482      Vardas1380        4.52            4.40
Pavarde76163      Vardas74655       4.52            4.60
Pavarde88147      Vardas47660       4.52            4.40
Pavarde89426      Vardas83141       4.52            4.40
Pavarde8717       Vardas73021       4.52            4.00
Pavarde7482       Vardas16310       4.52            4.40
Pavarde70264      Vardas29981       4.52            4.40
Pavarde87923      Vardas27716       4.52            4.40
Pavarde2589       Vardas54034       4.52            4.40
Pavarde50529      Vardas21329       4.52            4.20
Pavarde24269      Vardas39594       4.52            4.80
Pavarde15393      Vardas28217       4.52            4.40
Pavarde90569      Vardas51118       4.52            4.00
Pavarde87036      Vardas30179       4.52            4.80
Pavarde24021      Vardas54458       4.52            4.80
Pavarde58109      Vardas34669       4.52            5.00
Pavarde46858      Vardas63640       4.52            4.40
Pavarde26391      Vardas71297       4.52            4.60
Pavarde56393      Vardas95361       4.52            4.40
Pavarde31970      Vardas21078       4.52            4.40
Pavarde99394      Vardas9039        4.52            4.80
Pavarde54851      Vardas55709       4.52            4.40
Pavarde71035      Vardas61821       4.52            4.40
Pavarde93486      Vardas88990       4.52            4.40
Pavarde47256      Vardas46646       4.52            4.80
Pavarde69750      Vardas67664       4.52            4.20
Pavarde18047      Vardas59241       4.52            4.80
Pavarde33652      Vardas93789       4.52            4.00
Pavarde89529      Vardas91965       4.52            4.40
Pavarde30148      Vardas76479       4.52            3.60
Pavarde52649      Vardas77861       4.52            4.00
Pavarde48607      Vardas73053       4.52            4.40
Pavarde52024      Vardas90874       4.52            4.40
Pavarde81996      Vardas47273       4.52            4.60
Pavarde94981      Vardas45310       4.52            5.00
Pavarde26818      Vardas26266       4.52            4.40
Pavarde71499      Vardas20211       4.52            4.00
Pavarde64813      Vardas80290       4.52            4.40
Pavarde7324       Vardas87260       4.52            4.80
Pavarde36223      Vardas35953       4.52            4.40
Pavarde88809      Vardas61304       4.52            4.60
Pavarde77473      Vardas93577       4.52            4.00
Pavarde70181      Vardas70466       4.52            4.40
Pavarde6203       Vardas31340       4.52            4.40
Pavarde72211      Vardas31094       4.52            4.40
Pavarde53265      Vardas40131       4.52            4.40
Pavarde9529       Vardas30216       4.52            4.00
Pavarde81527      Vardas42358       4.52            4.80
Pavarde47709      Vardas52906       4.52            4.40
Pavarde85038      Vardas98962       4.52            4.60
Pavarde13368      Vardas96405       4.52            4.40
Pavarde30774      Vardas7291        4.52            4.00
Pavarde55928      Vardas92207       4.52            4.40
Pavarde36991      Vardas87969       4.52            4.40
Pavarde75625      Vardas88216       4.52            4.40
Pavarde74077      Vardas16237       4.52            4.00
Pavarde67738      Vardas5378        4.52            4.40
Pavarde83854      Vardas79547       4.52            5.00
Pavarde91255      Vardas15405       4.52            4.60
Pavarde4526       Vardas84386       4.52            4.40
Pavarde30897      Vardas52250       4.52            4.60
Pavarde45438      Vardas78176       4.52            4.60
Pavarde75383      Vardas54473       4.52            4.00
Pavarde31489      Vardas65353       4.52            4.20
Pavarde82748      Vardas2879        4.52            4.40
Pavarde7797       Vardas39998       4.52            4.40
Pavarde31335      Vardas8737        4.52            4.00
Pavarde82636      Vardas42007       4.52            4.80
Pavarde79005      Vardas68688       4.52            4.60
Pavarde31565      Vardas6649        4.52            4.60
Pavarde29900      Vardas80775       4.52            4.60
Pavarde43933      Vardas26600       4.52            4.40
Pavarde34742      Vardas18353       4.52            4.80
Pavarde62981      Vardas230         4.52            4.40
Pavarde44164      Vardas22239       4.52            4.60
Pavarde81876      Vardas85782       4.52            4.80
Pavarde65327      Vardas24126       4.52            5.00
Pavarde68132      Vardas43137       4.52            4.40
Pavarde69379      Vardas90905       4.52            4.40
Pavarde31856      Vardas83762       4.52            4.60
Pavarde56967      Vardas64747       4.52            4.80
Pavarde42532      Vardas76795       4.52            4.80
Pavarde27388      Vardas74736       4.52            4.60
Pavarde4516       Vardas29573       4.52            4.60
Pavarde94030      Vardas982         4.52            4.40
Pavarde59791      Vardas1533        4.52            4.40
Pavarde24894      Vardas83310       4.52            4.80
Pavarde75635      Vardas17647       4.52            4.60
Pavarde2624       Vardas74490       4.52            4.40
Pavarde3510       Vardas22778       4.52            5.00
Pavarde50084      Vardas6090        4.52            4.00
Pavarde59114      Vardas38275       4.52            4.40
Pavarde91183      Vardas87265       4.52            4.20
Pavarde21154      Vardas1864        4.52            5.00
Pavarde96352      Vardas31780       4.52            4.60
Pavarde4902       Vardas52219       4.52            4.40
Pavarde64150      Vardas86698       4.52            4.40
Pavarde89543      Vardas14197       4.52            4.40
Pavarde50817      Vardas14046       4.52            4.40
Pavarde32468      Vardas49174       4.52            4.40
Pavarde17168      Vardas97923       4.52            4.40
Pavarde65067      Vardas34176       4.52            3.60
Pavarde27030      Vardas23654       4.52            4.40
Pavarde13274      Vardas17037       4.52            4.40
Pavarde12142      Vardas15614       4.52            4.60
Pavarde4387       Vardas81071       4.56            4.20
Pavarde77727      Vardas24895       4.56            4.60
Pavarde84681      Vardas1695        4.56            4.20
Pavarde48164      Vardas164         4.56            4.20
Pavarde33676      Vardas39583       4.56            4.60
Pavarde47239      Vardas48973       4.56            4.20
Pavarde54643      Vardas34169       4.56            4.20
Pavarde46959      Vardas3561        4.56            4.60
Pavarde23922      Vardas80805       4.56            4.60
Pavarde6731       Vardas7700        4.56            3.80
Pavarde86059      Vardas71931       4.56            4.20
Pavarde54721      Vardas87709       4.56            4.20
Pavarde37528      Vardas43718       4.56            4.20
Pavarde57476      Vardas32759       4.56            4.20
Pavarde70524      Vardas73031       4.56            4.20
Pavarde44187      Vardas59237       4.56            3.80
Pavarde64108      Vardas94278       4.56            4.60
Pavarde37767      Vardas18793       4.56            4.60
Pavarde41894      Vardas39298       4.56            4.20
Pavarde93849      Vardas61322       4.56            4.60
Pavarde84470      Vardas18171       4.56            4.20
Pavarde42128      Vardas71363       4.56            4.20
Pavarde26313      Vardas77205       4.56            4.20
Pavarde92299      Vardas70527       4.56            4.20
Pavarde67703      Vardas78511       4.56            4.20
Pavarde87250      Vardas84206       4.56            4.20
Pavarde47807      Vardas57660       4.56            4.20
Pavarde7955       Vardas90848       4.56            3.80
Pavarde15513      Vardas4434        4.56            4.20
Pavarde81839      Vardas56829       4.56            3.80
Pavarde55831      Vardas83443       4.56            4.20
Pavarde24737      Vardas88076       4.56            4.20
Pavarde83652      Vardas4182        4.56            3.80
Pavarde65635      Vardas20866       4.56            4.20
Pavarde10197      Vardas22380       4.56            3.80
Pavarde3401       Vardas47298       4.56            4.60
Pavarde17879      Vardas27973       4.56            4.20
Pavarde74592      Vardas83384       4.56            4.20
Pavarde67774      Vardas80581       4.56            4.20
Pavarde84191      Vardas48059       4.56            4.20
Pavarde11574      Vardas35756       4.56            3.80
Pavarde50187      Vardas78974       4.56            4.60
Pavarde73832      Vardas61232       4.56            4.60
Pavarde12052      Vardas7124        4.56            4.20
Pavarde27937      Vardas29890       4.56            4.60
Pavarde65567      Vardas23894       4.56            4.60
Pavarde76491      Vardas43013       4.56            4.20
Pavarde63705      Vardas14410       4.56            4.20
Pavarde73369      Vardas72489       4.56            4.20
Pavarde45330      Vardas9238        4.56            4.20
Pavarde79547      Vardas92690       4.56            4.60
Pavarde13586      Vardas78864       4.56            4.20
Pavarde13120      Vardas41033       4.56            4.20
Pavarde8293       Vardas79644       4.56            4.20
Pavarde49055      Vardas37418       4.56            4.20
Pavarde71410      Vardas97438       4.56            4.20
Pavarde40868      Vardas25523       4.56            4.20
Pavarde41136      Vardas99846       4.56            4.60
Pavarde60219      Vardas73685       4.56            4.60
Pavarde9349       Vardas1560        4.56            4.20
Pavarde35342      Vardas97121       4.56            4.60
Pavarde49085      Vardas14504       4.56            4.20
Pavarde84780      Vardas22426       4.56            4.60
Pavarde82875      Vardas76233       4.56            3.80
Pavarde82578      Vardas96511       4.56            4.20
Pavarde85344      Vardas72002       4.56            4.20
Pavarde54224      Vardas75892       4.56            4.20
Pavarde63556      Vardas12208       4.56            4.20
Pavarde71919      Vardas35872       4.56            4.20
Pavarde48239      Vardas33544       4.56            4.20
Pavarde35460      Vardas80627       4.56            4.60
Pavarde72027      Vardas16326       4.56            4.20
Pavarde55024      Vardas8501        4.56            3.80
Pavarde90007      Vardas63410       4.56            4.20
Pavarde86183      Vardas82510       4.56            4.60
Pavarde14871      Vardas16132       4.56            4.20
Pavarde64673      Vardas31064       4.56            4.60
Pavarde6367       Vardas43276       4.56            4.60
Pavarde61158      Vardas51021       4.56            4.60
Pavarde60788      Vardas15183       4.56            4.20
Pavarde4505       Vardas26449       4.56            4.20
Pavarde73013      Vardas52997       4.56            4.60
Pavarde77823      Vardas57370       4.56            4.20
Pavarde66650      Vardas16986       4.56            4.20
Pavarde4383       Vardas30995       4.56            4.60
Pavarde64613      Vardas46564       4.56            4.20
Pavarde74427      Vardas7889        4.56            4.20
Pavarde96544      Vardas98100       4.56            4.60
Pavarde50062      Vardas39173       4.56            4.20
Pavarde25772      Vardas95781       4.56            4.20
Pavarde69339      Vardas35926       4.56            4.20
Pavarde46234      Vardas75903       4.56            4.20
Pavarde56759      Vardas33866       4.56            4.20
Pavarde99589      Vardas76793       4.56            3.80
Pavarde92043      Vardas57693       4.56            4.40
Pavarde2863       Vardas15703       4.56            4.80
Pavarde34709      Vardas19763       4.56            4.40
Pavarde36474      Vardas29307       4.56            4.80
Pavarde63537      Vardas93945       4.56            4.80
Pavarde78533      Vardas74501       4.56            4.80
Pavarde31335      Vardas45634       4.56            4.40
Pavarde94856      Vardas13721       4.56            4.80
Pavarde43647      Vardas82038       4.56            4.80
Pavarde34893      Vardas80109       4.56            4.00
Pavarde866        Vardas75442       4.56            4.40
Pavarde98579      Vardas71616       4.56            4.40
Pavarde24880      Vardas6958        4.56            4.60
Pavarde59642      Vardas96075       4.56            4.40
Pavarde48785      Vardas92439       4.56            4.40
Pavarde6572       Vardas47150       4.56            4.80
Pavarde9681       Vardas44936       4.56            4.80
Pavarde54532      Vardas41446       4.56            4.00
Pavarde66039      Vardas98884       4.56            4.40
Pavarde72828      Vardas59845       4.56            4.80
Pavarde362        Vardas2172        4.56            4.80
Pavarde97732      Vardas9247        4.56            4.40
Pavarde4105       Vardas92502       4.56            4.60
Pavarde65021      Vardas18884       4.56            4.40
Pavarde8680       Vardas78198       4.56            4.40
Pavarde60693      Vardas79974       4.56            4.80
Pavarde62869      Vardas77564       4.56            4.40
Pavarde94210      Vardas87045       4.56            4.00
Pavarde60936      Vardas99978       4.56            4.60
Pavarde48987      Vardas60094       4.56            4.00
Pavarde28614      Vardas98667       4.56            5.00
Pavarde76571      Vardas6616        4.56            4.40
Pavarde47993      Vardas27767       4.56            4.00
Pavarde860        Vardas81732       4.56            4.40
Pavarde10487      Vardas57622       4.56            4.80
Pavarde63320      Vardas33337       4.56            4.40
Pavarde73596      Vardas22354       4.56            4.60
Pavarde86805      Vardas86295       4.56            4.00
Pavarde77470      Vardas84622       4.56            4.60
Pavarde43235      Vardas51127       4.56            4.40
Pavarde57372      Vardas95075       4.56            4.40
Pavarde30284      Vardas65299       4.56            4.40
Pavarde29799      Vardas40755       4.56            4.80
Pavarde87539      Vardas60120       4.56            4.40
Pavarde615        Vardas29823       4.56            4.80
Pavarde30878      Vardas67530       4.56            4.40
Pavarde42396      Vardas30402       4.56            4.80
Pavarde6646       Vardas13174       4.56            4.40
Pavarde58282      Vardas11232       4.56            4.80
Pavarde33917      Vardas53964       4.56            4.80
Pavarde24480      Vardas28265       4.56            4.40
Pavarde98629      Vardas92888       4.56            4.60
Pavarde74711      Vardas47237       4.56            5.00
Pavarde49310      Vardas86691       4.56            4.80
Pavarde36564      Vardas81668       4.56            4.80
Pavarde4394       Vardas60240       4.56            4.40
Pavarde10325      Vardas94358       4.56            5.00
Pavarde94940      Vardas14762       4.56            4.40
Pavarde51577      Vardas67395       4.56            4.40
Pavarde91121      Vardas49106       4.56            4.60
Pavarde53914      Vardas22858       4.56            4.40
Pavarde85812      Vardas76512       4.56            5.00
Pavarde97050      Vardas84409       4.56            4.40
Pavarde95873      Vardas94012       4.56            4.00
Pavarde78305      Vardas12042       4.56            4.40
Pavarde65945      Vardas35265       4.56            5.40
Pavarde76017      Vardas16987       4.56            4.40
Pavarde24033      Vardas31657       4.56            4.40
Pavarde1107       Vardas99903       4.56            5.00
Pavarde83363      Vardas87288       4.56            5.00
Pavarde75816      Vardas55829       4.56            5.00
Pavarde36224      Vardas12784       4.56            4.80
Pavarde5676       Vardas65631       4.56            4.60
Pavarde96551      Vardas50838       4.56            4.40
Pavarde49582      Vardas23102       4.56            4.40
Pavarde11551      Vardas90949       4.56            4.40
Pavarde77985      Vardas18153       4.56            4.40
Pavarde66051      Vardas48314       4.56            4.60
Pavarde35170      Vardas93830       4.56            4.60
Pavarde90805      Vardas33934       4.56            4.40
Pavarde74930      Vardas41174       4.56            4.80
Pavarde50505      Vardas47777       4.56            4.00
Pavarde44077      Vardas46682       4.56            4.80
Pavarde33207      Vardas9368        4.56            4.40
Pavarde85309      Vardas60489       4.56            4.60
Pavarde80066      Vardas1534        4.56            4.40
Pavarde80085      Vardas71657       4.56            4.20
Pavarde83045      Vardas17201       4.56            5.00
Pavarde44387      Vardas35026       4.56            4.40
Pavarde42706      Vardas9017        4.56            4.80
Pavarde13469      Vardas60110       4.56            4.40
Pavarde39126      Vardas6893        4.56            4.40
Pavarde4888       Vardas6516        4.56            4.40
Pavarde70879      Vardas26001       4.56            4.40
Pavarde41301      Vardas45182       4.56            4.40
Pavarde771        Vardas9027        4.56            4.80
Pavarde63916      Vardas29820       4.56            4.40
Pavarde43068      Vardas55452       4.56            4.60
Pavarde81545      Vardas98373       4.56            4.80
Pavarde22075      Vardas93562       4.56            4.60
Pavarde14158      Vardas56581       4.56            4.40
Pavarde91864      Vardas51260       4.56            4.40
Pavarde54575      Vardas93296       4.56            4.80
Pavarde48370      Vardas23512       4.56            4.80
Pavarde87524      Vardas90370       4.56            4.60
Pavarde8085       Vardas42550       4.56            4.80
Pavarde37847      Vardas2252        4.56            4.40
Pavarde18652      Vardas10432       4.56            4.40
Pavarde38293      Vardas31187       4.56            4.60
Pavarde95754      Vardas58193       4.56            4.80
Pavarde93928      Vardas93132       4.56            4.20
Pavarde87514      Vardas24068       4.56            5.00
Pavarde86578      Vardas6224        4.56            4.40
Pavarde31885      Vardas78485       4.56            4.40
Pavarde16431      Vardas62085       4.56            4.40
Pavarde94279      Vardas59031       4.56            4.40
Pavarde10048      Vardas34131       4.56            4.60
Pavarde45430      Vardas16116       4.56            4.40
Pavarde70478      Vardas34034       4.56            5.00
Pavarde3536       Vardas36535       4.56            4.40
Pavarde38685      Vardas82906       4.56            4.40
Pavarde3501       Vardas5427        4.56            4.60
Pavarde16160      Vardas41337       4.56            4.40
Pavarde65809      Vardas7412        4.56            4.40
Pavarde49925      Vardas79093       4.56            4.00
Pavarde97510      Vardas7849        4.56            4.40
Pavarde43635      Vardas28367       4.56            5.00
Pavarde57451      Vardas75321       4.56            4.40
Pavarde96591      Vardas25086       4.56            4.40
Pavarde90335      Vardas48910       4.56            5.00
Pavarde75213      Vardas56240       4.56            4.40
Pavarde1783       Vardas82386       4.56            4.80
Pavarde95230      Vardas46715       4.56            4.80
Pavarde37576      Vardas91754       4.56            4.40
Pavarde23679      Vardas65114       4.56            4.80
Pavarde36309      Vardas3585        4.56            4.80
Pavarde74302      Vardas60863       4.56            4.80
Pavarde12843      Vardas69677       4.56            4.60
Pavarde10993      Vardas29990       4.56            5.00
Pavarde14027      Vardas58842       4.56            4.40
Pavarde39116      Vardas66781       4.56            4.40
Pavarde6734       Vardas78323       4.56            4.80
Pavarde91957      Vardas32851       4.56            4.60
Pavarde59960      Vardas96950       4.56            4.60
Pavarde37365      Vardas32336       4.56            4.60
Pavarde73682      Vardas18908       4.56            4.00
Pavarde92132      Vardas43496       4.56            5.00
Pavarde46539      Vardas8750        4.56            4.40
Pavarde2904       Vardas92704       4.56            4.80
Pavarde72090      Vardas53473       4.56            4.80
Pavarde75024      Vardas33903       4.56            4.40
Pavarde70236      Vardas12661       4.56            4.00
Pavarde56223      Vardas15694       4.56            4.00
Pavarde42280      Vardas88011       4.56            4.80
Pavarde15188      Vardas36488       4.56            4.60
Pavarde29715      Vardas60331       4.56            4.40
Pavarde63054      Vardas25721       4.56            4.60
Pavarde24207      Vardas50876       4.56            4.80
Pavarde49452      Vardas34568       4.56            4.40
Pavarde18648      Vardas54832       4.56            4.60
Pavarde86418      Vardas11840       4.56            4.40
Pavarde40033      Vardas45402       4.56            4.80
Pavarde54434      Vardas92725       4.56            4.40
Pavarde27822      Vardas16591       4.56            4.80
Pavarde70636      Vardas50843       4.56            4.00
Pavarde13830      Vardas1905        4.56            4.40
Pavarde95628      Vardas74377       4.56            5.00
Pavarde57223      Vardas60880       4.56            4.40
Pavarde78290      Vardas85372       4.56            4.40
Pavarde24257      Vardas47710       4.56            4.40
Pavarde28084      Vardas42070       4.56            5.00
Pavarde16575      Vardas90598       4.56            4.80
Pavarde57444      Vardas71917       4.56            4.80
Pavarde82519      Vardas36837       4.56            4.60
Pavarde40141      Vardas28046       4.56            4.80
Pavarde27851      Vardas68810       4.56            4.80
Pavarde60986      Vardas43041       4.56            4.40
Pavarde90893      Vardas12805       4.56            4.60
Pavarde62224      Vardas35848       4.56            4.40
Pavarde33015      Vardas592         4.56            5.00
Pavarde5938       Vardas65934       4.56            4.60
Pavarde75412      Vardas74887       4.56            4.40
Pavarde94188      Vardas55539       4.56            4.00
Pavarde75595      Vardas84592       4.56            4.60
Pavarde67248      Vardas30904       4.56            4.60
Pavarde73816      Vardas98771       4.56            4.60
Pavarde59870      Vardas10661       4.56            4.60
Pavarde56084      Vardas53412       4.56            4.80
Pavarde16156      Vardas72748       4.56            4.40
Pavarde52827      Vardas16801       4.56            4.00
Pavarde13213      Vardas95703       4.56            4.20
Pavarde78271      Vardas19420       4.56            4.80
Pavarde92620      Vardas34184       4.56            4.80
Pavarde66738      Vardas70633       4.56            4.80
Pavarde31381      Vardas62657       4.56            4.60
Pavarde52079      Vardas50354       4.56            4.40
Pavarde20672      Vardas73766       4.56            4.80
Pavarde94077      Vardas38985       4.56            4.40
Pavarde22251      Vardas54707       4.56            4.40
Pavarde34959      Vardas11225       4.56            4.40
Pavarde2123       Vardas90324       4.56            4.00
Pavarde19117      Vardas29586       4.56            4.60
Pavarde57158      Vardas21377       4.56            4.80
Pavarde85844      Vardas58031       4.56            4.80
Pavarde76697      Vardas16820       4.56            4.60
Pavarde69019      Vardas83705       4.56            4.40
Pavarde13555      Vardas82196       4.56            4.40
Pavarde96647      Vardas99695       4.56            4.40
Pavarde53623      Vardas5258        4.56            4.00
Pavarde56585      Vardas44350       4.56            4.60
Pavarde29428      Vardas60354       4.56            4.00
Pavarde19234      Vardas89063       4.56            4.40
Pavarde18422      Vardas83607       4.56            4.40
Pavarde54189      Vardas40375       4.56            4.40
Pavarde33248      Vardas24898       4.56            4.40
Pavarde56966      Vardas21472       4.56            4.80
Pavarde83600      Vardas48767       4.56            4.40
Pavarde82726      Vardas69574       4.56            4.40
Pavarde65027      Vardas5693        4.56            4.40
Pavarde94366      Vardas61400       4.56            4.40
Pavarde39581      Vardas1074        4.56            4.40
Pavarde93994      Vardas63548       4.56            4.40
Pavarde2151       Vardas54123       4.56            4.40
Pavarde4516       Vardas79715       4.56            4.40
Pavarde27464      Vardas85101       4.56            4.40
Pavarde91562      Vardas77608       4.56            4.40
Pavarde30960      Vardas86571       4.56            4.40
Pavarde73558      Vardas34760       4.56            4.40
Pavarde98002      Vardas85403       4.56            4.00
Pavarde20176      Vardas36256       4.56            4.60
Pavarde64257      Vardas36116       4.56            4.40
Pavarde43172      Vardas19460       4.56            4.80
Pavarde7559       Vardas57943       4.56            4.40
Pavarde72026      Vardas21889       4.56            4.40
Pavarde19875      Vardas7517        4.56            4.80
Pavarde88486      Vardas10264       4.56            4.80
Pavarde78247      Vardas60774       4.56            4.40
Pavarde59551      Vardas89078       4.56            4.40
Pavarde26297      Vardas58926       4.56            4.60
Pavarde52397      Vardas67169       4.56            4.40
Pavarde50790      Vardas64051       4.56            4.80
Pavarde95504      Vardas29781       4.56            5.00
Pavarde31137      Vardas68322       4.56            4.40
Pavarde86200      Vardas87032       4.56            4.00
Pavarde98843      Vardas46173       4.56            4.80
Pavarde37592      Vardas8916        4.56            4.80
Pavarde34606      Vardas21209       4.56            4.40
Pavarde85488      Vardas16743       4.56            5.00
Pavarde68106      Vardas6948        4.56            4.00
Pavarde39749      Vardas2645        4.56            4.00
Pavarde15445      Vardas84166       4.56            4.60
Pavarde19932      Vardas61199       4.56            4.40
Pavarde80739      Vardas78053       4.56            4.60
Pavarde97170      Vardas70331       4.56            4.80
Pavarde42115      Vardas10880       4.56            4.60
Pavarde89926      Vardas4962        4.56            4.00
Pavarde48441      Vardas27689       4.56            4.00
Pavarde51697      Vardas15075       4.56            4.00
Pavarde32072      Vardas74932       4.56            4.80
Pavarde72039      Vardas2647        4.56            4.80
Pavarde80888      Vardas29524       4.56            4.40
Pavarde46013      Vardas19157       4.56            4.40
Pavarde83277      Vardas83664       4.56            4.60
Pavarde48095      Vardas10374       4.56            4.40
Pavarde60883      Vardas91791       4.56            4.00
Pavarde89614      Vardas5855        4.56            4.40
Pavarde58733      Vardas97997       4.56            5.00
Pavarde63749      Vardas31570       4.56            4.20
Pavarde22323      Vardas93240       4.56            4.60
Pavarde78156      Vardas46678       4.56            4.40
Pavarde81857      Vardas86056       4.56            4.40
Pavarde23666      Vardas60247       4.56            4.00
Pavarde82639      Vardas84735       4.56            4.40
Pavarde30815      Vardas43426       4.56            4.20
Pavarde31404      Vardas92628       4.56            5.40
Pavarde58471      Vardas48385       4.56            4.40
Pavarde49101      Vardas515         4.56            4.60
Pavarde59909      Vardas39138       4.56            4.40
Pavarde55494      Vardas95480       4.56            4.40
Pavarde65917      Vardas64998       4.56            4.40
Pavarde81116      Vardas69193       4.56            4.40
Pavarde9665       Vardas22153       4.56            4.00
Pavarde2145       Vardas18071       4.56            4.40
Pavarde67531      Vardas72858       4.56            4.40
Pavarde52378      Vardas45855       4.56            4.40
Pavarde66325      Vardas39638       4.56            4.80
Pavarde4580       Vardas63673       4.56            4.40
Pavarde25042      Vardas23582       4.56            4.60
Pavarde86963      Vardas11156       4.56            4.80
Pavarde68933      Vardas67646       4.56            4.40
Pavarde27562      Vardas75242       4.56            4.80
Pavarde79711      Vardas10555       4.56            4.40
Pavarde17246      Vardas63412       4.56            4.40
Pavarde40067      Vardas56684       4.56            4.00
Pavarde78562      Vardas70544       4.56            4.40
Pavarde36486      Vardas94574       4.56            4.40
Pavarde76560      Vardas75250       4.56            4.60
Pavarde36741      Vardas46301       4.56            4.80
Pavarde6316       Vardas88902       4.56            4.80
Pavarde98020      Vardas98493       4.56            4.40
Pavarde3180       Vardas77936       4.56            5.00
Pavarde36023      Vardas3745        4.56            4.40
Pavarde71648      Vardas63118       4.56            4.00
Pavarde71464      Vardas41174       4.56            4.40
Pavarde81978      Vardas63541       4.56            4.00
Pavarde21327      Vardas10807       4.56            4.40
Pavarde25914      Vardas8118        4.56            5.00
Pavarde68473      Vardas78689       4.56            4.40
Pavarde16742      Vardas6440        4.56            4.80
Pavarde18762      Vardas60455       4.56            4.40
Pavarde44732      Vardas25987       4.56            4.80
Pavarde20341      Vardas87338       4.56            4.40
Pavarde76053      Vardas94660       4.56            4.80
Pavarde40721      Vardas32562       4.56            4.40
Pavarde36421      Vardas24553       4.56            3.60
Pavarde65311      Vardas29743       4.56            4.40
Pavarde61677      Vardas63040       4.56            4.40
Pavarde77894      Vardas53390       4.56            4.40
Pavarde87781      Vardas3855        4.56            4.40
Pavarde7673       Vardas632         4.56            4.40
Pavarde56105      Vardas99573       4.56            4.60
Pavarde18139      Vardas12907       4.56            4.40
Pavarde43148      Vardas7976        4.56            4.80
Pavarde92844      Vardas25693       4.56            4.40
Pavarde83610      Vardas21664       4.56            4.80
Pavarde40460      Vardas51025       4.56            4.80
Pavarde56565      Vardas93510       4.56            4.00
Pavarde30079      Vardas48942       4.56            4.40
Pavarde95023      Vardas13263       4.56            4.40
Pavarde66819      Vardas46695       4.56            4.40
Pavarde96609      Vardas71931       4.56            4.60
Pavarde21707      Vardas86433       4.56            5.40
Pavarde31619      Vardas55743       4.56            4.00
Pavarde87250      Vardas87443       4.56            4.40
Pavarde19135      Vardas55576       4.56            4.60
Pavarde80432      Vardas16689       4.56            4.60
Pavarde27751      Vardas75527       4.56            4.60
Pavarde70029      Vardas73572       4.56            4.80
Pavarde52854      Vardas42779       4.56            4.40
Pavarde70721      Vardas35783       4.56            4.40
Pavarde4177       Vardas40854       4.56            4.80
Pavarde45060      Vardas88446       4.56            4.00
Pavarde62352      Vardas88911       4.56            4.40
Pavarde14420      Vardas13086       4.56            4.00
Pavarde41026      Vardas60998       4.56            4.40
Pavarde25436      Vardas30746       4.56            5.00
Pavarde63527      Vardas27982       4.56            5.00
Pavarde52722      Vardas4942        4.56            5.00
Pavarde72675      Vardas98807       4.56            4.40
Pavarde91402      Vardas71556       4.56            4.00
Pavarde90313      Vardas3826        4.56            4.60
Pavarde18578      Vardas78888       4.56            4.40
Pavarde12486      Vardas84850       4.56            4.40
Pavarde88458      Vardas20361       4.56            4.40
Pavarde25634      Vardas33394       4.56            4.40
Pavarde6557       Vardas48364       4.56            4.40
Pavarde61660      Vardas80825       4.56            4.00
Pavarde88229      Vardas73252       4.56            5.00
Pavarde39539      Vardas12332       4.56            4.40
Pavarde14369      Vardas50185       4.56            4.40
Pavarde15228      Vardas52529       4.56            5.20
Pavarde70950      Vardas86960       4.56            4.40
Pavarde20606      Vardas8618        4.56            4.40
